#Source = https://coinmarketcap.com/all/views/all/,Retrieved: 21/10/20,,,,,,,,,,
Rank,Name,Symbol,Market Cap,Markey Cap (cleaned),Price,Circulating Supply,Circulating (cleaned),Volume (24h),% 1h,% 24h,% 7d
179,Harmony,ONE,"$31,003,816 ",31003816,$0.00 ,"6,255,461,110 ONE *",6255461110,"$4,463,412 ",1.16%,-5.13%,-9.57%
180,Streamr,DATA,"$30,810,594 ",30810594,$0.04 ,"694,194,898 DATA *",694194898,"$3,388,502 ",0.65%,-4.42%,7.27%
181,Voyager Token,VGX,"$30,800,425 ",30800425,$0.14 ,"222,295,208 VGX *",222295208,"$1,526,508 ",2.72%,12.40%,24.89%
182,Orbs,ORBS,"$30,552,761 ",30552761,$0.01 ,"2,229,950,518 ORBS *",2229950518,"$365,809 ",-0.85%,1.66%,4.95%
183,Elastos,ELA,"$30,606,835 ",30606835,$1.77 ,"17,244,540 ELA",17244540,"$4,557,511 ",-3.62%,2.84%,7.74%
184,Super Zero Protocol,SERO,"$30,455,340 ",30455340,$0.10 ,"293,962,021 SERO *",293962021,"$3,412,960 ",-0.09%,3.05%,-17.67%
185,SingularityNET,AGI,"$30,404,824 ",30404824,$0.04 ,"842,014,150 AGI *",842014150,"$461,448 ",1.78%,-5.51%,-16.60%
186,Tellor,TRB,"$29,774,699 ",29774699,$19.73 ,"1,509,452 TRB",1509452,"$39,968,177 ",0.93%,-9.24%,-21.59%
187,GXChain,GXC,"$28,914,172 ",28914172,$0.41 ,"70,000,000 GXC *",70000000,"$15,239,540 ",0.72%,0.57%,-5.44%
188,IoTeX,IOTX,"$28,576,880 ",28576880,$0.01 ,"4,823,952,133 IOTX *",4823952133,"$5,904,628 ",0.67%,-6.38%,-14.36%
189,Wirex Token,WXT,"$28,006,538 ",28006538,$0.01 ,"3,000,500,000 WXT *",3000500000,"$906,392 ",1.38%,-0.13%,-4.32%
190,Digitex Futures,DGTX,"$27,862,743 ",27862743,$0.03 ,"931,035,715 DGTX *",931035715,"$2,414,171 ",2.36%,0.02%,-5.08%
191,Xensor,XSR,"$27,481,817 ",27481817,$0.01 ,"4,637,982,768 XSR *",4637982768,"$1,595,784 ",0.26%,0.03%,-3.87%
192,BOSAGORA,BOA,"$27,117,249 ",27117249,$0.10 ,"282,119,914 BOA *",282119914,"$3,231,837 ",0.35%,2.40%,19.34%
193,DAD,DAD,"$26,567,871 ",26567871,$0.20 ,"134,601,733 DAD *",134601733,"$1,190,662 ",0.04%,-5.44%,-8.41%
194,Thunder Token,TT,"$26,478,826 ",26478826,$0.00 ,"5,887,903,653 TT *",5887903653,"$2,259,112 ",0.11%,-1.08%,-4.92%
195,Switcheo,SWTH,"$26,452,562 ",26452562,$0.03 ,"1,015,886,815 SWTH *",1015886815,"$349,606 ",-0.47%,-4.77%,-14.72%
196,Melon,MLN,"$25,974,899 ",25974899,$17.41 ,"1,492,260 MLN *",1492260,"$2,261,438 ",0.82%,-4.57%,-24.45%
197,Redd,RDD,"$25,291,971 ",25291971,$0.00 ,"28,808,713,174 RDD *",28808713174,"$63,822 ",-8.94%,-7.70%,-5.65%
198,MX Token,MX,"$25,356,039 ",25356039,$0.16 ,"155,671,626 MX *",155671626,"$2,439,307 ",1.62%,-3.85%,3.04%
199,HEX,HEX,"$1,984,895,952 ",1984895952,$0.01 ,"376,890,706,193 HEX *",3.76891E+11,"$2,635,285 ",4.75%,17.52%,27.93%
200,Eterbase Utility Token,XBASE,"$759,249,016 ",759249016,$0.76 ,"1,000,000,000 XBASE *",1000000000,$?,1.50%,1.75%,1.96%
201,Counos X,CCXX,"$701,314,931 ",701314931,$39.55 ,"17,732,405 CCXX",17732405,"$336,380 ",0.01%,10.39%,12.78%
202,INO COIN,INO,"$477,927,800 ",477927800,$2.66 ,"180,003,180 INO *",180003180,"$468,292 ",3.06%,2.87%,6.96%
203,Insight Chain,INB,"$414,855,382 ",414855382,$1.19 ,"349,902,689 INB *",349902689,"$796,309 ",0.16%,-0.49%,5.72%
204,Zelwin,ZLW,"$333,331,132 ",333331132,$6.44 ,"51,759,182 ZLW *",51759182,"$721,413 ",-0.15%,-2.85%,-2.83%
205,Creditcoin,CTC,"$318,852,631 ",318852631,$0.58 ,"554,059,049 CTC *",554059049,"$3,669,707 ",0.17%,0.25%,-2.10%
206,renBTC,RENBTC,"$308,411,186 ",308411186,"$12,116.89 ","25,453 RENBTC *",25453,"$12,597,091 ",3.20%,3.32%,5.67%
207,Homeros,HMR,"$292,759,717 ",292759717,$0.85 ,"345,893,692 HMR *",345893692,"$13,932,562 ",1.21%,1.83%,6.03%
208,BitcoinPoS,BPS,"$277,009,482 ",277009482,$74.36 ,"3,725,289 BPS *",3725289,"$592,311 ",7.11%,-9.40%,15.04%
209,IZE,IZE,"$265,322,245 ",265322245,$0.06 ,"4,160,881,000 IZE *",4160881000,"$4,830 ",-5.74%,-9.30%,114.41%
210,TNC Coin,TNC,"$244,948,329 ",244948329,$0.11 ,"2,310,424,689 TNC *",2310424689,"$19,801,900 ",0.06%,-0.35%,0.92%
211,Basid Coin,BASID,"$222,996,885 ",222996885,$0.66 ,"337,488,901 BASID *",337488901,"$3,545,246 ",-0.03%,1.40%,2.65%
212,ThoreCoin,THR,"$205,901,761 ",205901761,"$2,375.26 ","86,686 THR *",86686,"$29,745 ",1.78%,4.18%,6.71%
213,Poseidon Network,QQQ,"$195,023,059 ",195023059,$0.09 ,"2,152,875,408 QQQ *",2152875408,"$1,786,320 ",0.84%,11.33%,116.27%
214,Largo Coin,LRG,"$167,396,668 ",167396668,$9.79 ,"17,105,873 LRG *",17105873,"$1,659,622 ",0.02%,-0.26%,-1.66%
215,STPAY,STP,"$167,411,915 ",167411915,$38.66 ,"4,330,437 STP *",4330437,"$152,446 ",1.84%,10.23%,2.10%
216,Sologenic,SOLO,"$155,723,982 ",155723982,$0.78 ,"200,001,808 SOLO *",200001808,"$4,004,298 ",-1.05%,-0.29%,-3.38%
217,botXcoin,BOTX,"$153,305,083 ",153305083,$0.09 ,"1,632,102,305 BOTX *",1632102305,"$111,604 ",0.00%,-1.93%,-1.34%
218,Advanced Internet Blocks,AIB,"$139,035,058 ",139035058,$0.01 ,"24,213,254,183 AIB",24213254183,$89 ,2.00%,-17.55%,185.19%
219,Doctors Coin,DRS,"$128,412,615 ",128412615,$0.56 ,"229,741,603 DRS *",229741603,"$122,677 ",0.02%,-0.67%,-3.14%
220,MINDOL,MIN,"$118,153,821 ",118153821,$0.69 ,"170,719,690 MIN *",170719690,"$33,491 ",0.30%,4.93%,-10.13%
221,Cryptonex,CNX,"$98,975,176 ",98975176,$1.78 ,"55,686,329 CNX",55686329,"$1,405,719 ",1.30%,2.61%,5.81%
222,NEST Protocol,NEST,"$92,864,811 ",92864811,$0.05 ,"1,748,764,436 NEST *",1748764436,"$25,122,767 ",1.75%,-2.77%,-16.58%
223,Counos Coin,CCA,"$87,939,808 ",87939808,$5.92 ,"14,848,324 CCA",14848324,"$27,392 ",0.01%,0.00%,-0.01%
224,Beldex,BDX,"$81,615,138 ",81615138,$0.08 ,"980,222,595 BDX *",980222595,"$243,097 ",1.82%,3.55%,1.04%
225,Idea Chain Coin,ICH,"$81,250,412 ",81250412,$1.59 ,"51,252,304 ICH *",51252304,"$705,250 ",1.98%,7.03%,83.05%
226,TerraKRW,KRT,"$80,079,941 ",80079941,$0.00 ,"91,650,055,280 KRT *",91650055280,"$164,931 ",0.11%,0.58%,1.00%
227,DeFiChain,DFI,"$77,185,143 ",77185143,$0.20 ,"377,583,219 DFI *",377583219,"$3,891,963 ",0.80%,0.86%,-5.12%
228,Darma Cash,DMCH,"$76,831,752 ",76831752,$0.37 ,"209,988,375 DMCH *",209988375,"$1,533,882 ",0.17%,4.97%,-14.97%
229,Centrality,CENNZ,"$76,124,852 ",76124852,$0.06 ,"1,181,608,395 CENNZ *",1181608395,"$2,671,704 ",1.55%,2.38%,7.78%
230,Bitball Treasure,BTRS,"$73,903,011 ",73903011,$164.23 ,"450,000 BTRS *",450000,"$92,381 ",0.01%,0.07%,-0.61%
231,Mixin,XIN,"$72,825,090 ",72825090,$139.22 ,"523,078 XIN *",523078,"$1,084,758 ",0.45%,0.18%,1.18%
232,XinFin Network,XDC,"$70,902,438 ",70902438,$0.01 ,"12,197,995,617 XDC *",12197995617,"$3,936,464 ",-6.87%,28.20%,26.18%
233,WhiteCoin,XWC,"$72,105,893 ",72105893,$0.29 ,"250,183,629 XWC *",250183629,"$255,879 ",0.00%,0.27%,0.79%
234,Helper Search Token,HSN,"$70,524,834 ",70524834,$0.01 ,"8,479,947,437 HSN *",8479947437,$?,1.86%,3.65%,-50.14%
235,NewYork Exchange,NYE,"$69,667,239 ",69667239,$9.83 ,"7,090,060 NYE *",7090060,"$1,285,613 ",2.00%,-0.17%,-1.27%
236,Qcash,QC,"$69,210,373 ",69210373,$0.15 ,"460,000,200 QC *",460000200,"$337,156,043 ",0.27%,0.60%,1.19%
237,Attila,ATT,"$68,068,706 ",68068706,$0.15 ,"450,382,736 ATT *",450382736,"$441,783 ",0.34%,1.39%,0.37%
238,Vitae,VITAE,"$65,437,400 ",65437400,$3.36 ,"19,471,178 VITAE",19471178,"$1,179,255 ",2.23%,4.22%,5.90%
239,Mobilian Coin,MBN,"$63,561,557 ",63561557,$0.55 ,"115,523,300 MBN *",115523300,"$2,636,271 ",0.72%,1.06%,2.69%
240,Bitcoin BEP2,BTCB,"$60,824,652 ",60824652,"$12,162.12 ","5,001 BTCB *",5001,"$14,953 ",-3.49%,5.93%,7.09%
241,Baer Chain,BRC,"$60,359,769 ",60359769,$0.35 ,"174,000,000 BRC *",174000000,$347 ,11.46%,1.64%,1.35%
242,Huobi BTC,HBTC,"$58,817,448 ",58817448,"$12,227.74 ","4,810 HBTC *",4810,$?,1.90%,4.32%,6.85%
243,PlayFuel,PLF,"$58,539,763 ",58539763,$0.12 ,"500,000,000 PLF *",500000000,"$842,552 ",-2.59%,-5.25%,-32.13%
244,cVault.finance,CORE,"$55,756,896 ",55756896,"$5,575.69 ","10,000 CORE *",10000,"$9,749,082 ",0.49%,-0.95%,22.11%
245,Metaverse Dualchain Network Architecture,DNA,"$54,685,423 ",54685423,$0.00 ,"18,023,643,044 DNA *",18023643044,"$1,048,294 ",-0.10%,1.62%,24.10%
246,Bitbook Gambling,BXK,"$54,872,547 ",54872547,$0.15 ,"357,687,491 BXK *",357687491,"$14,373 ",2.58%,4.92%,7.54%
247,Tratin,TRAT,"$54,657,134 ",54657134,$0.00 ,"112,002,966,735 TRAT *",1.12003E+11,$250 ,1.84%,-16.65%,6.71%
248,MimbleWimbleCoin,MWC,"$52,362,348 ",52362348,$4.91 ,"10,655,037 MWC *",10655037,"$712,604 ",-0.61%,14.75%,24.80%
249,VestChain,VEST,"$53,416,444 ",53416444,$0.01 ,"8,420,042,616 VEST *",8420042616,"$87,620 ",5.91%,-1.50%,-0.91%
250,AXEL,AXEL,"$47,246,782 ",47246782,$0.18 ,"261,181,770 AXEL *",261181770,"$323,818 ",0.55%,0.74%,-3.94%
251,Tap,XTP,"$47,009,025 ",47009025,$0.04 ,"1,231,911,016 XTP *",1231911016,"$238,999 ",-1.37%,9.20%,-2.91%
252,Joule,JUL,"$46,846,511 ",46846511,$0.05 ,"1,010,499,999 JUL *",1010499999,$?,-3.78%,-1.56%,0.82%
253,Metacoin,MTC,"$42,047,032 ",42047032,$0.16 ,"269,890,195 MTC *",269890195,"$160,489 ",0.50%,-2.67%,37.23%
254,Neutrino USD,USDN,"$42,168,683 ",42168683,$0.99 ,"42,393,654 USDN *",42393654,"$2,528,155 ",-0.17%,-0.06%,0.18%
255,Bankera,BNK,"$42,047,585 ",42047585,$0.00 ,"24,618,912,108 BNK *",24618912108,"$31,028 ",1.84%,4.29%,7.52%
256,S4FE,S4F,"$41,583,666 ",41583666,$0.05 ,"895,310,762 S4F *",895310762,"$377,189 ",9.29%,-8.87%,-14.37%
257,Livepeer,LPT,"$39,788,027 ",39788027,$1.92 ,"20,739,794 LPT *",20739794,"$413,428 ",2.34%,-10.31%,-26.42%
258,Breezecoin,BRZE,"$37,215,723 ",37215723,$0.37 ,"100,000,000 BRZE *",100000000,"$10,838 ",-2.47%,3.24%,2.75%
259,Bridge Oracle,BRG,"$37,309,501 ",37309501,$0.00 ,"8,002,167,205 BRG *",8002167205,"$5,303,187 ",2.69%,-34.19%,-60.47%
260,Cryptoindex.com 100,CIX100,"$36,219,900 ",36219900,$0.58 ,"62,409,480 CIX100 *",62409480,$974 ,0.01%,-2.57%,-3.05%
261,CONUN,CON,"$35,147,826 ",35147826,$0.01 ,"2,896,500,643 CON *",2896500643,"$2,757,888 ",9.48%,12.80%,-8.40%
262,1irstcoin,FST,"$34,050,857 ",34050857,$0.97 ,"34,965,944 FST *",34965944,"$61,201 ",0.40%,1.76%,21.54%
263,KARMA,KARMA,"$33,107,491 ",33107491,$0.01 ,"5,450,532,381 KARMA *",5450532381,$158 ,1.84%,2882.61%,8408.52%
264,XeniosCoin,XNC,"$31,846,852 ",31846852,$0.42 ,"76,274,958 XNC *",76274958,"$62,989 ",1.07%,2.30%,4.15%
265,NerveNetwork,NVT,"$31,317,882 ",31317882,$0.13 ,"241,433,806 NVT *",241433806,"$250,841 ",0.62%,-0.23%,-11.84%
266,IDEX,IDEX,"$31,158,019 ",31158019,$0.06 ,"535,752,811 IDEX *",535752811,"$735,282 ",1.21%,-11.65%,-12.80%
267,UNI COIN,UNI,"$29,926,402 ",29926402,$0.50 ,"60,009,414 UNI *",60009414,$?,0.01%,0.07%,0.03%
268,Hellenic Coin,HNC,"$29,758,806 ",29758806,$0.43 ,"69,848,842 HNC",69848842,"$198,210 ",6.55%,38.59%,29.96%
269,ULT,ULT,"$29,884,011 ",29884011,$0.01 ,"2,136,428,294 ULT *",2136428294,"$927,403 ",1.73%,-3.73%,-3.38%
270,RedFOX Labs,RFOX,"$29,182,658 ",29182658,$0.22 ,"135,693,433 RFOX *",135693433,$?,1.86%,3.72%,5.84%
271,Rocket Pool,RPL,"$28,892,261 ",28892261,$2.81 ,"10,279,742 RPL *",10279742,"$648,588 ",1.29%,6.13%,-4.92%
272,USDK,USDK,"$28,608,278 ",28608278,$1.00 ,"28,600,072 USDK *",28600072,"$12,143,552 ",-0.07%,-0.01%,-0.14%
273,TROY,TROY,"$27,933,871 ",27933871,$0.00 ,"9,176,552,190 TROY *",9176552190,"$891,482 ",0.92%,-3.94%,-7.83%
274,FABRK,FAB,"$27,927,609 ",27927609,$0.01 ,"4,794,443,397 FAB *",4794443397,"$354,922 ",1.44%,-0.63%,-6.53%
275,KardiaChain,KAI,"$27,773,228 ",27773228,$0.02 ,"1,750,000,000 KAI *",1750000000,"$1,242,965 ",-0.09%,-6.73%,-11.55%
276,BitMax Token,BTMX,"$27,749,245 ",27749245,$0.04 ,"660,615,274 BTMX *",660615274,"$3,122,934 ",0.14%,-0.03%,-18.01%
277,Trust Wallet Token,TWT,"$27,522,192 ",27522192,$0.11 ,"250,926,200 TWT *",250926200,"$2,543,091 ",0.19%,-2.66%,0.36%
278,Dynamic Trading Rights,DTR,"$27,361,543 ",27361543,$0.02 ,"1,533,057,143 DTR *",1533057143,"$33,663 ",1.24%,-1.68%,-0.92%
279,Phala.Network,PHA,"$26,131,935 ",26131935,$0.19 ,"137,000,000 PHA *",137000000,"$11,857,497 ",1.36%,13.26%,49.09%
280,Harvest Finance,FARM,"$26,239,786 ",26239786,$300.24 ,"87,396 FARM *",87396,"$9,764,879 ",8.96%,12.12%,112.91%
281,Chimpion,BNANA,"$28,675,729 ",28675729,$0.90 ,"31,727,387 BNANA *",31727387,"$634,378 ",5.82%,-2.48%,2.10%
282,CRYPTO20,C20,"$25,425,584 ",25425584,$0.63 ,"40,375,589 C20 *",40375589,"$5,976 ",-4.65%,-4.14%,-3.54%
283,TitanSwap,TITAN,"$25,013,680 ",25013680,$0.47 ,"53,404,160 TITAN *",53404160,"$5,647,160 ",-5.82%,-21.99%,33.81%
284,Ultra,UOS,"$25,257,737 ",25257737,$0.09 ,"279,611,740 UOS *",279611740,"$513,879 ",-0.22%,-8.72%,-10.73%
285,WOM Protocol,WOM,"$25,243,325 ",25243325,$0.25 ,"100,007,450 WOM *",100007450,"$3,705,328 ",2.71%,-1.69%,-7.21%
286,WINk,WIN,"$25,226,627 ",25226627,$0.00 ,"313,607,571,387 WIN *",3.13608E+11,"$4,051,149 ",0.57%,3.24%,-0.75%
287,Secret,SCRT,"$23,560,510 ",23560510,$0.42 ,"56,395,809 SCRT *",56395809,"$232,707 ",-0.74%,-3.33%,-21.67%
288,Syscoin,SYS,"$24,931,248 ",24931248,$0.04 ,"598,077,896 SYS",598077896,"$485,499 ",2.00%,-1.00%,-16.62%
289,Polymath,POLY,"$24,807,434 ",24807434,$0.05 ,"533,500,099 POLY *",533500099,"$2,116,047 ",0.64%,2.30%,-9.34%
290,Akropolis ,AKRO,"$24,498,265 ",24498265,$0.01 ,"1,995,847,438 AKRO *",1995847438,"$7,932,280 ",1.86%,-5.79%,-21.84%
291,Nectar,NEC,"$24,107,145 ",24107145,$0.15 ,"157,517,510 NEC *",157517510,"$15,998 ",0.37%,-2.24%,2.41%
292,ExtStock Token,XT,"$23,874,614 ",23874614,$0.04 ,"601,588,625 XT *",601588625,$?,2.06%,-0.10%,-1.10%
293,PRIZM,PZM,"$23,782,281 ",23782281,$0.01 ,"2,236,557,179 PZM *",2236557179,"$636,537 ",-0.69%,-7.84%,-16.68%
294,ThoreNext,THX,"$23,405,465 ",23405465,$0.49 ,"47,950,305 THX *",47950305,"$12,468 ",1103.03%,> 9000%,7856.57%
295,AgaveCoin,AGVC,"$23,397,881 ",23397881,$0.06 ,"390,619,593 AGVC *",390619593,"$22,769 ",2.02%,1.72%,-1.34%
296,Waltonchain,WTC,"$23,298,095 ",23298095,$0.33 ,"69,656,288 WTC *",69656288,"$1,720,200 ",-0.54%,-10.09%,-16.36%
297,The Transfer Token,TTT,"$23,352,650 ",23352650,$0.88 ,"26,421,791 TTT *",26421791,"$66,731 ",-4.19%,15.79%,5.64%
298,The Sandbox,SAND,"$23,446,099 ",23446099,$0.04 ,"604,553,384 SAND *",604553384,"$7,085,392 ",0.77%,-6.48%,-16.46%
299,Crypterium,CRPT,"$23,169,094 ",23169094,$0.23 ,"99,427,872 CRPT *",99427872,"$60,635 ",1.03%,-11.22%,-7.80%
300,NULS,NULS,"$23,139,774 ",23139774,$0.23 ,"99,292,955 NULS",99292955,"$8,957,079 ",0.49%,-4.85%,-13.30%
301,Nash Exchange,NEX,"$23,058,721 ",23058721,$0.98 ,"23,442,586 NEX *",23442586,"$32,550 ",2.68%,5.38%,6.21%
302,BHEX Token,BHT,"$22,931,179 ",22931179,$0.12 ,"195,639,532 BHT *",195639532,"$1,226,954 ",-0.09%,-8.05%,6.85%
303,Egoras,EGR,"$22,958,796 ",22958796,$0.00 ,"65,160,356,358 EGR *",65160356358,"$110,520 ",4.30%,20.66%,-0.02%
304,sUSD,SUSD,"$22,555,422 ",22555422,$1.00 ,"22,510,653 SUSD *",22510653,"$3,259,049 ",-0.01%,-0.06%,-0.18%
305,Loki,LOKI,"$22,535,180 ",22535180,$0.44 ,"50,809,350 LOKI *",50809350,"$55,430 ",0.11%,0.93%,2.23%
306,Native Utility Token,NUT,"$22,618,195 ",22618195,$23.01 ,"982,854 NUT *",982854,$738 ,0.90%,0.73%,-0.55%
307,Amp,AMP,"$22,451,239 ",22451239,$0.01 ,"4,224,314,276 AMP *",4224314276,"$178,600 ",0.90%,-3.59%,-8.67%
308,Cortex,CTXC,"$22,213,067 ",22213067,$0.09 ,"249,938,725 CTXC",249938725,"$3,491,474 ",1.55%,1.20%,-2.21%
309,BigONE Token,ONE,"$22,153,644 ",22153644,$0.00 ,"9,449,081,034 ONE *",9449081034,"$2,504,453 ",0.55%,-1.02%,-5.71%
310,STEM CELL COIN,SCC,"$22,436,867 ",22436867,$0.07 ,"320,658,118 SCC *",320658118,"$99,501 ",1.72%,13.22%,1.85%
311,Hashgard,GARD,"$21,961,977 ",21961977,$0.00 ,"99,144,999,910 GARD *",99144999910,"$157,107 ",0.53%,-8.72%,-17.01%
312,AdEx Network,ADX,"$22,028,506 ",22028506,$0.22 ,"101,898,579 ADX *",101898579,"$848,056 ",0.10%,5.30%,10.46%
313,Bytecoin,BCN,"$21,944,822 ",21944822,$0.00 ,"184,066,828,814 BCN",1.84067E+11,"$15,214 ",0.37%,9.88%,-13.43%
314,Travala.com,AVA,"$21,887,799 ",21887799,$0.52 ,"42,206,726 AVA *",42206726,"$726,740 ",0.78%,-7.32%,-7.48%
315,WazirX,WRX,"$21,843,649 ",21843649,$0.09 ,"233,817,289 WRX *",233817289,"$18,460,738 ",0.16%,-3.19%,-4.00%
316,Everipedia,IQ,"$21,592,502 ",21592502,$0.00 ,"9,558,212,722 IQ *",9558212722,"$1,974,541 ",0.49%,0.27%,-2.78%
317,Zynecoin,ZYN,"$21,328,372 ",21328372,$0.96 ,"22,138,879 ZYN",22138879,"$692,278 ",1.80%,0.22%,-13.05%
318,Origin Protocol,OGN,"$21,061,405 ",21061405,$0.16 ,"130,324,844 OGN *",130324844,"$9,438,249 ",-0.74%,-5.54%,-12.76%
319,Huobi Pool Token,HPT,"$20,804,916 ",20804916,$0.00 ,"5,206,881,467 HPT *",5206881467,"$552,886 ",0.57%,-2.41%,-12.71%
320,PIVX,PIVX,"$20,767,419 ",20767419,$0.37 ,"56,781,166 PIVX *",56781166,"$209,757 ",0.10%,-1.25%,-6.31%
321,BORA,BORA,"$20,794,285 ",20794285,$0.03 ,"782,507,415 BORA *",782507415,"$848,869 ",0.03%,-0.15%,0.07%
322,Haven Protocol,XHV,"$20,541,087 ",20541087,$1.49 ,"13,741,027 XHV *",13741027,"$1,021,744 ",-0.43%,-2.68%,-23.07%
323,Massnet,MASS,"$20,431,022 ",20431022,$0.24 ,"86,192,962 MASS *",86192962,"$643,255 ",1.59%,-3.04%,-28.24%
324,Request,REQ,"$20,314,350 ",20314350,$0.02 ,"999,966,001 REQ *",999966001,"$243,555 ",0.32%,-9.54%,-10.24%
325,Metal,MTL,"$20,207,062 ",20207062,$0.31 ,"65,588,845 MTL *",65588845,"$2,562,599 ",0.00%,-0.85%,-6.22%
326,Ripio Credit Network,RCN,"$20,160,548 ",20160548,$0.04 ,"508,404,746 RCN *",508404746,"$176,160 ",-1.48%,-4.52%,-10.19%
327,NOIA Network,NOIA,"$19,978,786 ",19978786,$0.06 ,"321,395,830 NOIA *",321395830,"$349,258 ",-1.56%,-5.79%,-12.78%
328,BASIC,BASIC,"$19,820,765 ",19820765,$0.01 ,"2,684,444,367 BASIC *",2684444367,"$402,995 ",-1.22%,-0.99%,3.26%
329,Bluzelle,BLZ,"$19,748,681 ",19748681,$0.08 ,"246,277,944 BLZ *",246277944,"$2,635,492 ",3.57%,-1.15%,-29.76%
330,FunFair,FUN,"$19,735,693 ",19735693,$0.00 ,"6,548,879,189 FUN *",6548879189,"$418,266 ",1.29%,-1.57%,-8.66%
331,Darico Ecosystem Coin,DEC,"$19,572,385 ",19572385,$0.31 ,"63,006,342 DEC *",63006342,$?,2.06%,-0.10%,-1.10%
332,Prometeus,PROM,"$19,501,784 ",19501784,$2.84 ,"6,870,000 PROM *",6870000,"$904,700 ",0.15%,0.26%,-1.23%
333,Obyte,GBYTE,"$19,448,699 ",19448699,$25.80 ,"753,681 GBYTE *",753681,"$10,590 ",2.11%,-7.80%,12.33%
334,Loom Network,LOOM,"$19,536,337 ",19536337,$0.02 ,"970,520,754 LOOM *",970520754,"$4,512,377 ",2.04%,-4.36%,-13.71%
335,Sora,XOR,"$19,213,845 ",19213845,$54.90 ,"350,000 XOR *",350000,"$1,417,796 ",-3.69%,-3.96%,-15.85%
336,XPR,XPR,"$19,225,203 ",19225203,$0.01 ,"1,810,771,882 XPR *",1810771882,"$525,104 ",-0.70%,0.80%,-0.39%
337,ChainX,PCX,"$19,297,801 ",19297801,$2.67 ,"7,235,800 PCX *",7235800,"$1,684,587 ",-0.16%,-5.16%,-6.37%
338,CONTRACOIN,CTCN,"$19,076,708 ",19076708,$0.85 ,"22,441,493 CTCN *",22441493,"$110,294 ",0.31%,0.76%,-5.22%
339,FNB Protocol,FNB,"$18,553,680 ",18553680,$0.01 ,"2,373,943,413 FNB *",2373943413,"$1,804,882 ",-0.75%,0.08%,-2.91%
340,Elamachain,ELAMA,"$18,167,164 ",18167164,$0.02 ,"730,115,375 ELAMA *",730115375,"$3,853,824 ",-1.79%,-3.22%,30.70%
341,Quantstamp,QSP,"$18,543,596 ",18543596,$0.03 ,"713,801,946 QSP *",713801946,"$225,660 ",2.39%,0.49%,-6.74%
342,VIDT Datalink,VIDT,"$18,418,084 ",18418084,$0.37 ,"49,428,303 VIDT *",49428303,"$1,275,222 ",-1.59%,-16.54%,-18.70%
343,AirSwap,AST,"$18,433,774 ",18433774,$0.12 ,"150,000,000 AST *",150000000,"$14,473,527 ",-2.88%,-6.85%,-28.39%
344,ERC20,ERC20,"$18,455,549 ",18455549,$0.02 ,"1,126,570,972 ERC20 *",1126570972,"$120,589 ",-1.89%,7.80%,-1.55%
345,BitcoinHD,BHD,"$18,417,547 ",18417547,$3.03 ,"6,083,016 BHD *",6083016,"$7,415,305 ",-1.40%,-4.45%,-13.79%
346,Dragonchain,DRGN,"$18,416,785 ",18416785,$0.05 ,"359,942,436 DRGN *",359942436,"$36,843 ",0.35%,-4.84%,-12.18%
347,Newscrypto,NWC,"$18,412,655 ",18412655,$0.19 ,"95,233,119 NWC *",95233119,"$637,140 ",0.48%,-0.81%,-3.56%
348,Ergo,ERG,"$18,223,577 ",18223577,$0.81 ,"22,473,478 ERG",22473478,"$567,765 ",8.21%,7.52%,4.60%
349,Dent,DENT,"$18,250,468 ",18250468,$0.00 ,"83,603,941,183 DENT *",83603941183,"$345,455 ",0.67%,-1.61%,-1.53%
350,Elitium,EUM,"$18,157,943 ",18157943,$1.09 ,"16,691,713 EUM *",16691713,"$96,878 ",1.82%,7.42%,6.11%
351,Nebulas,NAS,"$18,192,996 ",18192996,$0.32 ,"57,137,994 NAS *",57137994,"$1,301,230 ",1.14%,-0.97%,-7.79%
352,SUN,SUN,"$18,150,413 ",18150413,$10.82 ,"1,677,831 SUN *",1677831,"$99,328,079 ",0.96%,-6.57%,-24.13%
353,Cindicator,CND,"$18,101,500 ",18101500,$0.01 ,"2,000,000,005 CND *",2000000005,"$56,440 ",-0.75%,-2.35%,-4.56%
354,TrustSwap,SWAP,"$17,858,522 ",17858522,$0.19 ,"92,124,513 SWAP *",92124513,"$1,255,878 ",-1.20%,-13.35%,-25.15%
355,Orion Protocol,ORN,"$17,707,884 ",17707884,$1.42 ,"12,487,600 ORN *",12487600,"$3,479,851 ",0.16%,-9.94%,-28.07%
356,Kcash,KCASH,"$17,684,020 ",17684020,$0.04 ,"445,499,083 KCASH *",445499083,"$8,973,234 ",1.12%,0.17%,-26.26%
357,Mainframe,MFT,"$17,678,694 ",17678694,$0.00 ,"9,386,552,599 MFT *",9386552599,"$5,522,863 ",4.95%,3.53%,2.38%
358,VeThor Token,VTHO,"$17,431,169 ",17431169,$0.00 ,"28,801,094,026 VTHO *",28801094026,"$4,023,398 ",-0.47%,-9.45%,-15.57%
359,Civic,CVC,"$17,296,367 ",17296367,$0.03 ,"670,000,000 CVC *",670000000,"$776,324 ",0.38%,-1.93%,-6.18%
360,Beam,BEAM,"$17,397,047 ",17397047,$0.24 ,"73,139,800 BEAM",73139800,"$10,296,048 ",1.28%,-2.12%,-14.09%
361,Gleec,GLEEC,"$17,236,042 ",17236042,$1.35 ,"12,776,795 GLEEC *",12776795,"$11,472 ",1.91%,138.61%,126.11%
